SMS,HAM-SPAM
You said not now. No problem. When you can. Let me know.,Ham
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,Spam
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",Ham
There bold 2  &lt;#&gt; . Is that yours,Ham
Den wat will e schedule b lk on sun?,Ham
No:-)i got rumour that you going to buy apartment in chennai:-),Ham
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,Ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,Ham
You got job in wipro:)you will get every thing in life in 2 or 3 years.,Ham
"Aight, tomorrow around  &lt;#&gt;  it is",Ham
Prabha..i'm soryda..realy..frm heart i'm sory,Ham
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,Ham
But that's on ebay it might be less elsewhere.,Ham
Ok... Then r we meeting later?,Ham
Why are u up so early?,Ham
Ha ha cool cool chikku chikku:-):-DB-),Ham
If you ask her or she say any please message.,Ham
Lmao ok I wont be needing u to do my hair anymore.,Ham
Pls dont forget to study,Ham
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,Ham
THIS IS A LONG FUCKIN SHOWR,Ham
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",Ham
Ok...,Ham
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,Spam
Yep get with the program. You're slacking.,Ham
You tell what happen dont behave like this to me. Ok no need to say,Ham
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",Ham
"Well, i'm glad you didn't find it totally disagreeable ... Lol",Ham
"Sorry battery died, yeah I'm here",Ham
En chikku nange bakra msg kalstiya..then had tea/coffee?,Ham
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,Ham
"I'll text carlos and let you know, hang on",Ham
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,Ham
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Spam
Ok.ok ok..then..whats ur todays plan,Ham
Ok...,Ham
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Ham
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,Ham
Aaooooright are you at work?,Ham
Er yep sure. Props?,Ham
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",Ham
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,Ham
Can you please send me my aunty's number,Ham
Sday only joined.so training we started today:),Ham
Thank u!,Ham
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",Ham
U come n search tat vid..not finishd..,Ham
Just now saw your message.it k da:),Ham
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,Ham
We will meet soon princess! Ttyl!,Ham
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,Ham
S:-)kallis wont play in first two odi:-),Ham
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",Ham
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,Ham
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,Spam
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,Ham
LMAO where's your fish memory when I need it?,Ham
Hey do you want anything to buy:),Ham
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,Ham
Did either of you have any idea's? Do you know of anyplaces doing something?,Ham
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,Spam
Delhi and chennai still silent.,Ham
Oi when you gonna ring,Ham
Poor girl can't go one day lmao,Ham
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Ham
Re your call; You didn't see my facebook huh?,Ham
Ok...,Ham
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,Ham
Its ok..come to my home it vl nice to meet and v can chat..,Ham
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",Ham
Where in abj are you serving. Are you staying with dad or alone.,Ham
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,Spam
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Ham
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,Ham
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,Ham
I'm going 2 orchard now laready me reaching soon. U reaching?,Ham
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",Spam
Are you going to write ccna exam this week??,Ham
Hey you can pay. With salary de. Only  &lt;#&gt; .,Ham
Ok set let u noe e details later...,Ham
"Sorry, I'll call later",Ham
That's y u haf 2 keep me busy...,Ham
K.i will send in  &lt;#&gt;  min:),Ham
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,Ham
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,Spam
Ok anyway no need to change with what you said,Ham
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",Ham
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",Ham
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,Ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,Ham
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,Ham
"I shall book chez jules for half eight, if that's ok with you?",Ham
Ok. No wahala. Just remember that a friend in need ...,Ham
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",Ham
I dont want to hear philosophy. Just say what happen,Ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",Ham
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",Ham
Quite lor. But dun tell him wait he get complacent...,Ham
Nope watching tv at home... Not going out. V bored...,Ham
Shb b ok lor... Thanx...,Ham
Neva mind it's ok..,Ham
Thanks for ve lovely wisheds. You rock,Ham
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,Ham
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,Spam
What should i eat fo lunch senor,Ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",Ham
Ill be at yours in about 3 mins but look out for me,Ham
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),Spam
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",Ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Spam
Hey morning what you come to ask:-) pa...,Ham
Good morning pookie pie! Lol hope I didn't wake u up,Ham
Really? I crashed out cuddled on my sofa.,Ham
Get ready for  &lt;#&gt;  inches of pleasure...,Ham
Where can download clear movies. Dvd copies.,Ham
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",Ham
Then anything special?,Ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Spam
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",Spam
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,Ham
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",Ham
How is your schedule next week? I am out of town this weekend.,Ham
"Haha I heard that, text me when you're around",Ham
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",Ham
I meant middle left or right?,Ham
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,Ham
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,Ham
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),Ham
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,Ham
Ok i've sent u da latest version of da project.,Ham
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",Ham
... Are you in the pub?,Ham
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,Ham
Ok going to sleep. Hope i can meet her.,Ham
So i'm doing a list of buyers.,Ham
I pocked you up there before,Ham
I think steyn surely get one wicket:),Ham
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,Ham
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,Spam
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,Ham
Anything lar then ü not going home 4 dinner?,Ham
I think u have the wrong number.,Ham
I'm always looking for an excuse to be in the city.,Ham
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,Spam
Is that on the telly? No its Brdget Jones!,Ham
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),Ham
 what number do u live at? Is it 11?,Ham
Even i cant close my eyes you are in me our vava playing umma :-D,Ham
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,Ham
