TWEET,EXISTENCE
Ocean Acidification: A Hidden Risk of Global Warming http://bit.ly/drr5Xm,Yes
Yeah totally; so when snow melts; they can show evidence ;) no? @Gemstars: Will Global Warming Mean More Snow? _ http://bit.ly/ao6fql,No
Climate Compass | Blog of the Pew Center on Global Climate Change http://bit.ly/dpJ02T,Yes
RT @irun131: damn global warming...5 to 9 inches by tomorrow,Yes
"Hmm, it's February, 30"" of snow in DC and the sun is shining on the grass in Chicago, global warming or karma?",No
"Al Gore preached his climate change, he wanted us all 2 CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",No
. http://bit.ly/aqwt24 global warming facts World leaders back embattled Pachauri,Yes
"RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://drudge.tw/bUA5f0",Yes
"RT @Greenpeace Despite the sceptics, #climate change must remain a priority http://j.mp/9IpUIA",Yes
"In DC now it's freezing cold, its really bad & STORMING, I bet those folks could really use, some of Al Gore's Global WARMING #libpoem #tcot",No
"In DC now it's freezing cold, its really bad & STORMING, I bet those folks could really use, some of Al Gore's Global WARMING #libtard #tcot",No
"Al Gore preached his climate change, he wanted us all to CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",No
The great global warming collapse http://bit.ly/dzIKfA,No
"@justkarl Aww, stop picking on #Juan! He had to WALK to the studio... It's that damned Global Warming, I tell ya!",No
Great pic of weather caused by Global Warming alarmists! RT @dnoxon: RT @RoseD1st1: http://twitpic.com/11s6eq - Hell yes!,No
Phony Climate Change Agenda Used In Australia to Force Expensive Home Inspections http://bit.ly/aoo65o,No
The Great Unraveling: http://bit.ly/c3pJNv Professional global warming alarmists better think about looking for new jobs #tcot,No
National preach-in on global warming happens 2/12-14. Do I hear an amen!! http://bit.ly/aiej0a,Yes
climate summit http://bit.ly/73s8Su Bob Geldof Talks Climate Change In Copenhagen :O,Yes
http://bit.ly/9UYFbO ;P Global Warming Wont Melt Ignorance g spot,Yes
30 inches of snow in DC winter everywhere no global warming yet the myth persists,No
"http://bit.ly/biclGD -Snow piles up, paralyzing nation's capital-I luv climate change,there is very mild winter in Chicago so far. WTG...",Yes
@GovernAmerica You're bluffing. There is overwhelming consensus among climate scientists for the basic global warming narrative.,Yes
"Global Warming,  http://bit.ly/dviVg0 via @addthis DC conference canceled,""lack of interest"". Do they get it?  #tcot #ocra",No
acs http://bit.ly/cldU6W Enlisting a drug discovery technique in the battle against global warming,Yes
:)  Time Magazine Has a Problem with the Truth about Global Warming ... norwegian nobel committee,Yes
India forms new climate change body http://bit.ly/dzWsBx #climategate #warmers,Yes
Global warming??? ;P global warming http://bit.ly/czJOXE,No
"@conoverbeth I think the report is valuable in terms of visible, observable climate change impacts in the US right now (but no invlvmnt)",Yes
"Be interesting if a liberal Congressman in Washington DC does a speech about the evils of ""global warming"" in the House chamber.",No
. global warming Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion http://bit.ly/dxIaFb,Yes
Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion intergovernmental panel on climate change,Yes
Facts brushed over by global warming fanatics al gore global warming http://bit.ly/dd479w !,No
"Duh: Global warming full of uncertainties, admit climate scientists http://bit.ly/akuOZf #warmers",No
"Should We Worry About Climate Change? Top Climate Scientist at UAH Says No|Dr. John Christy, the distinguished .. http://oohja.com/xb62s",No
Climate change - data manipulated for 20 years! http://bit.ly/aqHJEX #News,No
Police question global warming 'sceptic' scientist over 'Climategate' email leak http://tinyurl.com/yhho9en #tcot #ocra,Yes
RT @NRDC_AF: You can demand clean energy. You can fight climate change. Join #thisisourmoment http://bit.ly/bwDUPU,Yes
http://bit.ly/d0zbcF global warming skeptics . ARCHIVES: Penn State scientist in hot seat over e-mails,No
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Are you looking to make a change in the world?'... http://bit.ly/czSn4A,Yes
RT @greenforyou Just How Entertaining Can Climate Change Really Be? #green http://bit.ly/cK5lEh,Yes
DHS: Fossil Fuels and Climate Change are 'National Threats' - Vladimir's blog - RedState http://goo.gl/8sQ9 Includes great charts #tcot,Yes
good luck What can our families do to help stop global warming? ;),Yes
Global warming data saying glaciers to melt by 2035 proven false http://bit.ly/d2wxJ5 #News,No
":) http://bit.ly/b2du4M stop global warming The Global Climate: Yes, Its Still Warming",Yes
"Just as record cold shows global warming, think of a falling DOW & rising unemployment as sign of sound economy  (via @roaring_repub) #fb",Yes
"If the climate changes long enough, the culture will change; i.e. Harvard University....via Glen Schultz",Yes
"""to change is not a good thing. ask the climate."" - michael scott #theoffice",Yes
The global warming arguement is the bane of my existence,No
Climategate: SEC Demands U.S. Firms Disclose Global Warming Risks to Shareholders http://bit.ly/aaBuue  #tcot #ocra,Yes
"New blog post: Proposed Climate Change Legislation in Wisconsin Would Help Economy, Brighten State's Energy Future http://bit.ly/daSjDx",Yes
Burning 1 gallon of gas creates 22 lbs of carbon dioxide-a major contributor to global warming. Recycle with us http://interconrecycling.com,Yes
"Is Global Warming (and other Liberal 'Sacred Cows') a Secular 	Religion?  http://post.ly/MAZT",No
Climate Change: The Ruse Unravels http://bit.ly/drK1ha #tcot #ocra,No
Reuters-#Vancouver gets climate-change bronze: #Olympics http://link.reuters.com/jab77h,Yes
Reality Check: British inquiry finds NO distortion of climate change data. http://nyti.ms/crsQyJ #P2 #SCIENCE #TCOT,Yes
The CFC Ban: Global Warming's Pilot Episode http://bit.ly/cd4GxQ #tcot #ocra,Yes
";O From Maple Syrup to Snow Pack, Global Warming Happening Here and  stop global warming http://bit.ly/cidu7j",Yes
:P Scenes from the Climate Wars http://bit.ly/ckiWNK global warming for kids,Yes
"http://bit.ly/a14V1W :) Debunking the Deniers of Global Warming, page 1 global warming swindle",Yes
New Ozone Standards could contribute to warming ;O global warming for kids http://bit.ly/b3dgCw,Yes
"There Is No Clean Coal, But Obama Is Right about an Energy and Climate Bill   global warming solutions http://bit.ly/a0x8kw",Yes
"http://bit.ly/a0x8kw ;) global warming solutions There Is No Clean Coal, But Obama Is Right about an Energy and Climate Bill",Yes
Photo: brooklynmutt: It's snowing so global warming is a myth! Anti-intellectualism at its finest. http://tumblr.com/x7q6bt19k,Yes
"@OTOOLEFAN I've had this argument with people re: global warming, v. climate change. They don't use ""facts"" or ""logics"" like we do.",Yes
Snowmaggedon' in Washington spurs climate change doubters: Mark Twain had it right: Climate is what we expect; we... http://bit.ly/bpnrnK,Yes
Snowmaggedon' in Washington spurs climate change doubters: Mark Twain had it right: Climate is what we expect; we... http://bit.ly/bpnrnK,No
"SNOW is trending. Where is AL GORE, the expert on Global Warming been lately? Want 2 hear what HE has 2 say about record breaking snow fall!",No
"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",Yes
"Moonbattery: Global Warming Crisis Strikes Cambridge, Massachusetts: Red Scare Redux | Main | Two Pictures Worth T... http://bit.ly/cR5UeA",Yes
"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",Yes
"RT @SeegerCycle Senate global warming meeting on hold from record snow fall #tcot // Yes, this disproves global warming(if ur illiterate)",No
"""Fox News has Al Gore's book on global warming in the snow during one of their 'straight news' shows."" http://tumblr.com/xkw6bpar9",Yes
Video: MS-NBC's Brewer claims heavy snowfall proves global warming http://bit.ly/cJM3Xp,Yes
"Rt @InvasiveNotes RT @OceanChampions: No, snow does not disprove global warming: http://bit.ly/aX13RH",Yes
The Reference Frame: Global warming causes snowstorm in D.C.  http://bit.ly/4Bvajw,Yes
"RT @JulesBeaujolais: RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2",No
"RT @JulesBeaujolais: RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2",Yes
"RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2",No
"Dear #tcot climate-change deniers, hv u ever heard of the Southern Hemisphere? It had the hottest temps on record.",Yes
"Climate-Change Skeptics Have Received Fat Checks From ExxonMobil - Newspaper: ExxonMobil Corp., the world's l... http://bit.ly/9lzQCy",Yes
New federal office for global warming - Washington Times: Amid the growing fight over the accuracy of climate data... http://bit.ly/bbpngP,Yes
"Big govt fears us & seeks to control us - economically thru higher taxes, & via social ""guilt"" mandates like child obesity or global warming",No
"@STXherry @slkbrooke When Democrats regained House control, DHS priority switched to global warming as primary concern - Senseless.",No
"Power Elite enrich themselves by pushing ""Social Agendas"" on us - child obesity, global warming (Al Gore made over $100 mil todate). #tcot",Yes
east coast is probably wondering: what happened to global warming when it's blizzarding? answer: http://bit.ly/cBLW6t #climate #snowmageddon,Yes
"Just like Evolution, Climate Change is Real http://bit.ly/d6TazQ",Yes
Can White Roofs Battle Global Warming? [via NYTimes] http://nyti.ms/d0ctQt #climatechange #architecture,Yes
"People who claim these blizzards disprove climate change clearly didn't see ""The Day After Tomorrow"".",Yes
Global Warming In One State http://bit.ly/8XlcOy,Yes
"If Ensler & Behar represent liberal women, that's such a sad pathetic stmt. Global warming fanatics who yack about their vaginas. Pathetic!",No
RT @jeanniemcbride UN climate change panel based claims on student dissertation! (where was the outrage?) http://is.gd/7onu9 #tcot #media,No
"For everyone who thinks #Snowmageddon disproves Global Warming, this is why ur wrong: http://bit.ly/9w0D0G",Yes
"Junk science reported as fact, How stupid do they think we are? TIME MAG:  How Global Warming Makes Blizzards Worse. http://drudge.tw/9oXiLZ",No
US Climate Envoy Says China Tepid on Climate Change Agreement http://bit.ly/aL5ooC,Yes
"Global warming could make world more 'fragrant': London, Feb 10 (ANI): A major scientific review has indicated tha... http://bit.ly/ahP2MR",Yes
"@aiki14 Global Warming? Earthquake Magnitude 4.3 quake jolts parts of N Illinois, 50 miles west-northwest of Chicago http://j.mp/bJmlyC",Yes
D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/d9iYjy,Yes
"Another Snowstorm: What Happened to Global Warming?: By Bryan Walsh Wednesday, Feb. 10, 2010 Alex Brandon / AP As ... http://bit.ly/bXx9aV",No
Invasive plants are beneficiaries of climate change in Thoreau's woods (source: Science daily): Invasive plants co... http://bit.ly/cBNow5,Yes
The Effect Of Organic Farming In Climate Change | Organic Earth http://bit.ly/a1rqhT,Yes
"@greenbubble is EVERYTHING demented, sad, pathetic about liberalism. They think Vagina Monologues & global warming are important topics.",No
These people R certifiably insane!There's no freaking global warming & you old cranks (Jane Fonda & the rest) are (cont) http://tl.gd/83nob,No
"RT @gopevangelist: Global warming hysteria presumes 3 things: 1 it exists, 2 it is man-made, 3 it is bad. All 3 must be true. This winter may prove all 3 false",No
